ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
K51.8,Other ulcerative colitis,555.2,Ulcerative colitis,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,GI_522
K56.4,Other impaction of intestine,560.2,Impaction of intestine,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,GI_514
K63.5,Polyp of colon,208,Benign neoplasm of colon,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,,0.0,2.0,neoplasms,CA_136
K70.1,Alcoholic hepatitis,317.11,Alcoholic liver damage,316-319.99,Substance-related disorders,Both,0.0,5.0,mental disorders,MB_280.13
K70.4,Alcoholic hepatic failure,571.8,Liver abscess and sequelae of chronic liver disease,570-573.99,Liver disease,Both,0.0,10.0,digestive,MB_280.13
K70.9,"Alcoholic liver disease, unspecified",317.11,Alcoholic liver damage,316-319.99,Substance-related disorders,Both,0.0,5.0,mental disorders,MB_280.1
K81.0,Acute cholecystitis,574.3,Cholecystitis without cholelithiasis,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive,GI_550
K85,Acute pancreatitis,577.1,Acute pancreatitis,577-577.99,pancreatic disorders,Both,0.0,10.0,digestive,GI_554
L04.8,Acute lymphadenitis of other sites,289.4,Lymphadenitis,288-289.99,Other diseases of the blood,Both,0.0,4.0,hematopoietic,BI_177
L40.8,Other psoriasis,696.41,Psoriasis vulgaris,"690-697.99, 714-714.99",,Both,0.0,13.0,dermatologic,BI_181
L55.0,Sunburn of first degree,938.1,Acute dermatitis due to solar radiation,930-949.99,allergic reactions,Both,0.0,13.0,dermatologic,DE_672
L55.9,"Sunburn, unspecified",938.1,Acute dermatitis due to solar radiation,930-949.99,allergic reactions,Both,0.0,13.0,dermatologic,DE_672
L57.1,Actinic reticuloid,938.2,Chronic dermatitis due to solar radiation,930-949.99,allergic reactions,Both,0.0,13.0,dermatologic,DE_672
L68.0,Hirsutism,704.2,Hirsutism,703-704.99,Diseases of hair and nails,Both,0.0,13.0,dermatologic,DE_684
L72.0,Epidermal cyst,706.2,Sebaceous cyst,705-706.99,disorders of sweat and sebaceous glands,Both,0.0,13.0,dermatologic,DE_682
M05.3,Rheumatoid arthritis with involvement of other organs and systems,714.1,Rheumatoid arthritis,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,Both,0.0,14.0,musculoskeletal,BI_181
M08,Juvenile arthritis,714.2,Juvenile rheumatoid arthritis,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,Both,0.0,14.0,musculoskeletal,BI_181
M08.0,Juvenile rheumatoid arthritis,714.2,Juvenile rheumatoid arthritis,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,Both,0.0,14.0,musculoskeletal,BI_181
M20.3,Other deformity of hallux (acquired),735.2,Acquired toe deformities,735-739.99,Acquired deformities,Both,0.0,14.0,musculoskeletal,MS_709
M24.3,"Pathological dislocation and subluxation of joint, not elsewhere classified",742.9,Other derangement of joint,741-742.99,other non-traumatic joint disorders,Both,0.0,14.0,musculoskeletal,MS_712.6
M30.2,Juvenile polyarteritis,446.6,Polyarteritis nodosa,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",Both,0.0,8.0,circulatory system,BI_181
M31.3,Wegener granulomatosis,446.4,Wegener's granulomatosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",Both,0.0,8.0,circulatory system,BI_181
M32.9,"Systemic lupus erythematosus, unspecified",695.42,Systemic lupus erythematosus,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS",Both,0.0,13.0,dermatologic,MS_700
M33.1,Other dermatomyositis,709.5,Dermatomyositis,"690-697.99, 708-709.99",,Both,0.0,13.0,dermatologic,MS_700
M35.0,Sicca syndrome [Sj̦gren],709.2,Sicca syndrome,"690-697.99, 708-709.99",,Both,0.0,13.0,dermatologic,BI_181
M41.3,Thoracogenic scoliosis,737.3,Kyphoscoliosis and scoliosis,735-739.99,Acquired deformities,Both,0.0,14.0,musculoskeletal,MS_714
M50.0,Cervical disc disorder with myelopathy,724.9,Other unspecified back disorders,720-724.99,DORSOPATHIES,Both,0.0,14.0,musculoskeletal,NS_348
M60,Myositis,359.2,Myopathy,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,MS_700
M62.4,Contracture of muscle,772.4,Rhabdomyolysis,772-772.99,Other muscular symptoms,Both,0.0,17.0,symptoms,MS_719
M65.3,Trigger finger,727.1,Synovitis and tenosynovitis,725-729.99,"Rheumatism, Excluding The Back",Both,0.0,14.0,musculoskeletal,MS_721
M65.4,Radial styloid tenosynovitis [de Quervain],727.1,Synovitis and tenosynovitis,725-729.99,"Rheumatism, Excluding The Back",Both,0.0,14.0,musculoskeletal,MS_721
M80.8,Other osteoporosis with pathological fracture,743.2,Pathologic fracture,743-744.99," osteopenia, osteoporosis, pathological fractures",Both,0.0,14.0,musculoskeletal,MS_726.1
M86.0,Acute haematogenous osteomyelitis,710.11,Acute osteomyelitis,710-716.99,Arthropathies,Both,0.0,14.0,musculoskeletal,MS_701
M90.0,Tuberculosis of bone,010,Tuberculosis,010-041.99,bacterial infection,,0.0,1.0,infectious diseases,ID_005
N00.1,"Acute nephritic syndrome, Focal and segmental glomerular lesions",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.1
N00.3,"Acute nephritic syndrome, Diffuse mesangial proliferative glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.1
N01.5,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.1
N07.4,"Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.54
N07.5,"Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.55
N11.0,Nonobstructive reflux-associated chronic pyelonephritis,590,Pyelonephritis,590-593.99,Urinary tract infections,,0.0,11.0,genitourinary,GU_581
N13.5,Kinking and stricture of ureter without hydronephrosis,586.4,Stricture/obstruction of ureter,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_581
N64.3,Galactorrhoea not associated with childbirth,612.1,Galactorrhea,610-613.99,nonmalignant breast conditions,Both,0.0,11.0,genitourinary,GU_612
N70.1,Chronic salpingitis and oophoritis,614.32,Chronic inflammatory pelvic disease,614-616.99,INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS,Female,0.0,11.0,genitourinary,GU_614
N76.4,Abscess of vulva,614.54,Abscess or ulceration of vulva,614-616.99,INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS,Female,0.0,11.0,genitourinary,GU_614
N76.6,Ulceration of vulva,614.54,Abscess or ulceration of vulva,614-616.99,INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS,Female,0.0,11.0,genitourinary,GU_614
N91,"Absent, scanty and rare menstruation",626.11,Absent or infrequent menstruation,626-628.99," menstrual/menopausal disorders, female infertility",Female,0.0,11.0,genitourinary,GU_626
N91.0,Primary amenorrhoea,626.11,Absent or infrequent menstruation,626-628.99," menstrual/menopausal disorders, female infertility",Female,0.0,11.0,genitourinary,GU_626.1
J67.8,Hypersensitivity pneumonitis due to other organic dusts,500.1,Extrinsic allergic alveolitis,500-509.99,Pneumoconioses and other lung diseases,Both,0.0,9.0,respiratory,RE_477
K26.5,"Duodenal ulcer, chronic or unspecified with perforation",531.3,Duodenal ulcer,531-531.99,gastro ulcer,Both,0.0,10.0,digestive,GI_513
K28.2,"Gastrojejunal ulcer, acute with both haemorrhage and perforation",531.1,Hemorrhage from gastrointestinal ulcer,531-531.99,gastro ulcer,Both,0.0,10.0,digestive,GI_513.4
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene",550.1,Inguinal hernia,550-550.99,Abdominal hernia,Both,0.0,10.0,digestive,GI_514.2
K40.1,"Bilateral inguinal hernia, with gangrene",550.1,Inguinal hernia,550-550.99,Abdominal hernia,Both,0.0,10.0,digestive,ID_091
K45.0,"Other specified abdominal hernia with obstruction, without gangrene",550,Abdominal hernia,550-550.99,Abdominal hernia,,0.0,10.0,digestive,GI_514
K50.1,Crohn disease of large intestine,555.1,Regional enteritis,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,BI_181
K51,Ulcerative colitis,555.2,Ulcerative colitis,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,BI_181
K51.9,"Ulcerative colitis, unspecified",555.2,Ulcerative colitis,555-564.99,noninfective gastrointestinal disorders,Both,0.0,10.0,digestive,BI_181
K67.1,Gonococcal peritonitis,090.2,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),Both,0.0,1.0,infectious diseases,ID_006
K70.2,Alcoholic fibrosis and sclerosis of liver,317.11,Alcoholic liver damage,316-319.99,Substance-related disorders,Both,0.0,5.0,mental disorders,MB_280.1
K70.3,Alcoholic cirrhosis of liver,317.11,Alcoholic liver damage,316-319.99,Substance-related disorders,Both,0.0,5.0,mental disorders,MB_280.13
L00,Staphylococcal scalded skin syndrome,695.8,Other specified erythematous conditions,690-697.99,Other inflammatory condition of skin,Both,0.0,13.0,dermatologic,ID_089.1
L23.1,Allergic contact dermatitis due to adhesives,939,Atopic/contact dermatitis due to other or unspecified,930-949.99,allergic reactions,,0.0,13.0,dermatologic,DE_668
L27.2,Dermatitis due to ingested food,930,Allergic reaction to food,930-949.99,allergic reactions,,0.0,18.0,injuries & poisonings,DE_668
L40.5,Arthropathic psoriasis,696.42,Psoriatic arthropathy,"690-697.99, 714-714.99",,Both,0.0,13.0,dermatologic,DE_664
M06.0,Seronegative rheumatoid arthritis,714.1,Rheumatoid arthritis,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis,Both,0.0,14.0,musculoskeletal,BI_181
M07.2,Psoriatic spondylitis,696.42,Psoriatic arthropathy,"690-697.99, 714-714.99",,Both,0.0,13.0,dermatologic,BI_181
M30.3,Mucocutaneous lymph node syndrome [Kawasaki],446.2,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",Both,0.0,8.0,circulatory system,BI_181
M32.1,Systemic lupus erythematosus with organ or system involvement,695.42,Systemic lupus erythematosus,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS",Both,0.0,13.0,dermatologic,BI_181
M33.9,"Dermatopolymyositis, unspecified",709.5,Dermatomyositis,"690-697.99, 708-709.99",,Both,0.0,13.0,dermatologic,MS_700
N03.3,"Chronic nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",580.12,Non-proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580
N03.5,"Chronic nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580
N06.7,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis",580.32,Nephritis and nephropathy with pathological lesion,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580
N07.2,"Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis",580.12,Non-proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.5
N07.3,"Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis",580.11,Proliferative glomerulonephritis,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.5
N07.6,"Hereditary nephropathy, not elsewhere classified, dense deposit disease",580.32,Nephritis and nephropathy with pathological lesion,580-590.99,diseases of kidney and ureters,Both,0.0,11.0,genitourinary,GU_580.5
N25.1,Nephrogenic diabetes insipidus,588,Disorders resulting from impaired renal function,580-590.99,diseases of kidney and ureters,,0.0,11.0,genitourinary,EM_209.4
N91.2,"Amenorrhoea, unspecified",626.11,Absent or infrequent menstruation,626-628.99," menstrual/menopausal disorders, female infertility",Female,0.0,11.0,genitourinary,GU_626
J95.5,Postprocedural subglottic stenosis,519.2,Respiratory complications,519-519.99,tracheostomy complications,Both,0.0,9.0,respiratory,
K91.4,Colostomy and enterostomy malfunction,853,Complication of colostomy or enterostomy,850-859.99,Complications,Both,0.0,18.0,injuries & poisonings,
K91.5,Postcholecystectomy syndrome,575.8,Other disorders of biliary tract,574-576.99,Biliary tract disease,Both,0.0,10.0,digestive,
M79.5,Residual foreign body in soft tissue,1001,Foreign body injury,,,Both,0.0,0.0,other,
N50,Other disorders of male genital organs,608,Other disorders of male genital organs,600-609.99,male genital disorders,Male,0.0,11.0,genitourinary,
N98,Complications associated with artificial fertilization,1011,Complications of surgical and medical procedures,,,Both,0.0,0.0,other,
N99.2,Postoperative adhesions of vagina,619.4,Noninflammatory disorders of vagina,619-619.99,Other noninflammatory female genital disorders,Female,0.0,11.0,genitourinary,
O24.3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",649.1,Diabetes or abnormal glucose tolerance complicating pregnancy,649-649.99," Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",Female,1.0,12.0,pregnancy complications,PP_909.2
O26.0,Excessive weight gain in pregnancy,646,Other complications of pregnancy NEC,646-646.99,Other complications of pregnancy NEC,Female,1.0,12.0,pregnancy complications,PP_910.1
O32.6,Maternal care for compound presentation,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_940
O34.5,Maternal care for other abnormalities of gravid uterus,619.2,"Disorders of uterus, NEC",619-619.99,Other noninflammatory female genital disorders,Female,0.0,11.0,genitourinary,PP_930.3
O35.2,Maternal care for (suspected) hereditary disease in fetus,655,Known or suspected fetal abnormality affecting management of mother,655-655.99,Known or suspected fetal abnormality (mother),Female,1.0,12.0,pregnancy complications,PP_932.3
O35.9,"Maternal care for (suspected) fetal abnormality and damage, unspecified",655,Known or suspected fetal abnormality affecting management of mother,655-655.99,Known or suspected fetal abnormality (mother),Female,1.0,12.0,pregnancy complications,PP_932
O41.1,Infection of amniotic sac and membranes,653,Problems associated with amniotic cavity and membranes,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_920.3
O42.1,"Premature rupture of membranes, onset of labour after 24 hours",653,Problems associated with amniotic cavity and membranes,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_905
O43.8,Other placental disorders,655,Known or suspected fetal abnormality affecting management of mother,655-655.99,Known or suspected fetal abnormality (mother),Female,1.0,12.0,pregnancy complications,PP_907
O44.1,Placenta praevia with haemorrhage,635.2,"Antepartum hemorrhage, abruptio placentae, and placenta previa",634-636.99,complications of pregnancy,Female,1.0,12.0,pregnancy complications,PP_907.1
O64.5,Obstructed labour due to compound presentation,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_940
O65,Obstructed labour due to maternal pelvic abnormality,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_930
O65.3,Obstructed labour due to pelvic outlet and mid-cavity contraction,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_930
O65.5,Obstructed labour due to abnormality of maternal pelvic organs,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_930
O66.0,Obstructed labour due to shoulder dystocia,652,Malposition and malpresentation of fetus or obstruction,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_940
O68.3,Labour and delivery complicated by biochemical evidence of fetal stress,655,Known or suspected fetal abnormality affecting management of mother,655-655.99,Known or suspected fetal abnormality (mother),Female,1.0,12.0,pregnancy complications,PP_932
O69,Labour and delivery complicated by umbilical cord complications,663,Umbilical cord complications during labor and delivery,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,PP_947
O71.2,Postpartum inversion of uterus,619.2,"Disorders of uterus, NEC",619-619.99,Other noninflammatory female genital disorders,Female,0.0,11.0,genitourinary,PP_945
O72.2,Delayed and secondary postpartum haemorrhage,635.3,Placenta previa and abruptio placenta,634-636.99,complications of pregnancy,Female,1.0,12.0,pregnancy complications,PP_945.3
O73.1,"Retained portions of placenta and membranes, without haemorrhage",669,Complications of labor and delivery NEC,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,PP_949.1
O75.1,Shock during or following labour and delivery,669,Complications of labor and delivery NEC,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,PP_949.2
O75.5,Delayed delivery after artificial rupture of membranes,653,Problems associated with amniotic cavity and membranes,652-654.99,Other and unspecified complications of birth affecting mother,Female,1.0,12.0,pregnancy complications,PP_941
O86.8,Other specified puerperal infections,647.3,Major puerperal infection,647-647.99,Infectious and parasitic complications affecting pregnancy,Female,1.0,12.0,pregnancy complications,PP_950
O87.8,Other venous complications in the puerperium,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,670-677.99,COMPLICATIONS OF THE PUERPERIUM,Female,1.0,12.0,pregnancy complications,PP_912
O87.9,"Venous complication in the puerperium, unspecified",671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,670-677.99,COMPLICATIONS OF THE PUERPERIUM,Female,1.0,12.0,pregnancy complications,PP_912
O88.0,Obstetric air embolism,671,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,670-677.99,COMPLICATIONS OF THE PUERPERIUM,Female,1.0,12.0,pregnancy complications,PP_913
O91.0,Infection of nipple associated with childbirth,647,Infectious and parasitic complications affecting pregnancy,647-647.99,Infectious and parasitic complications affecting pregnancy,Female,1.0,12.0,pregnancy complications,PP_954
O92.3,Agalactia,676,Other disorders of the breast associated with childbirth and disorders of lactation,670-677.99,COMPLICATIONS OF THE PUERPERIUM,Female,1.0,12.0,pregnancy complications,PP_954.2
O92.4,Hypogalactia,676,Other disorders of the breast associated with childbirth and disorders of lactation,670-677.99,COMPLICATIONS OF THE PUERPERIUM,Female,1.0,12.0,pregnancy complications,PP_954.2
O98.0,"Tuberculosis complicating pregnancy, childbirth and the puerperium",647,Infectious and parasitic complications affecting pregnancy,647-647.99,Infectious and parasitic complications affecting pregnancy,Female,1.0,12.0,pregnancy complications,PP_916
O99.2,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium",649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",649-649.99," Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",Female,1.0,12.0,pregnancy complications,PP_922
O99.6,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium",646,Other complications of pregnancy NEC,646-646.99,Other complications of pregnancy NEC,Female,1.0,12.0,pregnancy complications,PP_938
P01.7,Fetus and newborn affected by malpresentation before labour,658,Maternal complication of pregnancy affecting fetus or newborn,658-658.99,Maternal complication of pregnancy affecting fetus or newborn,Female,1.0,12.0,pregnancy complications,NB_876
P02,"Fetus and newborn affected by complications of placenta, cord and membranes",658,Maternal complication of pregnancy affecting fetus or newborn,658-658.99,Maternal complication of pregnancy affecting fetus or newborn,Female,1.0,12.0,pregnancy complications,NB_877
P03.5,Fetus and newborn affected by precipitate delivery,658,Maternal complication of pregnancy affecting fetus or newborn,658-658.99,Maternal complication of pregnancy affecting fetus or newborn,Female,1.0,12.0,pregnancy complications,NB_878
P05.1,Small for gestational age,637,Short gestation; low birth weight; and fetal growth retardation,634-639.99," miscarriage, early labor, hemorrhage",Both,0.0,12.0,pregnancy complications,NB_850.1
P07.2,Extreme immaturity,637,Short gestation; low birth weight; and fetal growth retardation,634-639.99," miscarriage, early labor, hemorrhage",Both,0.0,12.0,pregnancy complications,NB_885.1
P10.0,Subdural haemorrhage due to birth injury,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P10.2,Intraventricular haemorrhage due to birth injury,656.4,Hemorrhage of fetus or newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_880
P11.5,Birth injury to spine and spinal cord,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P12.3,Bruising of scalp due to birth injury,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P13,Birth injury to skeleton,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P13.3,Birth injury to other long bones,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P13.4,Fracture of clavicle due to birth injury,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P15.1,Birth injury to spleen,665,Obstetrical/birth trauma,660-669.99,COMPLICATIONS OCCURRING MAINLY IN THE COURSE OF LABOR AND DELIVERY,Female,1.0,12.0,pregnancy complications,NB_880
P29.2,Neonatal hypertension,656,Other perinatal conditions of fetus or newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_853.3
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",656,Other perinatal conditions of fetus or newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_853
P35.9,"Congenital viral disease, unspecified",657,Infections specific to the perinatal period,657-657.99,Infections specific to the perinatal period,Both,0.0,12.0,pregnancy complications,NB_856.1
P37.2,Neonatal (disseminated) listeriosis,657,Infections specific to the perinatal period,657-657.99,Infections specific to the perinatal period,Both,0.0,12.0,pregnancy complications,NB_856.2
P37.5,Neonatal candidiasis,657,Infections specific to the perinatal period,657-657.99,Infections specific to the perinatal period,Both,0.0,12.0,pregnancy complications,NB_856.3
P39.4,Neonatal skin infection,657,Infections specific to the perinatal period,657-657.99,Infections specific to the perinatal period,Both,0.0,12.0,pregnancy complications,NB_856
P54.3,Other neonatal gastrointestinal haemorrhage,656.4,Hemorrhage of fetus or newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_857.2
P58.1,Neonatal jaundice due to bleeding,656.8,Perinatal jaundice,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_859.3
P59.0,Neonatal jaundice associated with preterm delivery,656.8,Perinatal jaundice,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_859.1
P70.0,Syndrome of infant of mother with gestational diabetes,656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_876
P70.4,Other neonatal hypoglycaemia,656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_861.2
P72,Other transitory neonatal endocrine disorders,656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_863
P74.3,Disturbances of potassium balance of newborn,656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_864.3
P76,Other intestinal obstruction of newborn,656.6,Perinatal disorders of digestive system,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_865.1
P77,Necrotizing enterocolitis of fetus and newborn,656.6,Perinatal disorders of digestive system,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_865.2
P78.3,Noninfective neonatal diarrhoea,656.6,Perinatal disorders of digestive system,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_865.5
P83.0,Sclerema neonatorum,656.7,Conditions involving the integument and temperature regulation of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_868.1
P83.2,Hydrops fetalis not due to haemolytic disease,656.7,Conditions involving the integument and temperature regulation of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_868.3
P91.0,Neonatal cerebral ischaemia,656,Other perinatal conditions of fetus or newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_870.2
P92.9,"Feeding problem of newborn, unspecified",656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_871
P94.0,Transient neonatal myasthenia gravis,656.3,Endocrine and metabolic disturbances of fetus and newborn,656-656.99,Other and unspecified perinatal conditions,Both,0.0,12.0,pregnancy complications,NB_872.13
Q01,Encephalocele,752.1,Neural tube defects,752-754.99," congenital anomalies of nervous system, spine",Both,0.0,15.0,congenital anomalies,CM_750.24
Q05,Spina bifida,752.11,Spina bifida,752-754.99," congenital anomalies of nervous system, spine",Both,0.0,15.0,congenital anomalies,CM_750.21
Q05.1,Thoracic spina bifida with hydrocephalus,752.11,Spina bifida,752-754.99," congenital anomalies of nervous system, spine",Both,0.0,15.0,congenital anomalies,CM_750.21
Q10.3,Other congenital malformations of eyelid,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",,0.0,15.0,congenital anomalies,CM_751.71
Q11.1,Other anophthalmos,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",,0.0,15.0,congenital anomalies,CM_751.113
Q12.1,Congenital displaced lens,753.1,Congenital cataract and lens anomalies,752-754.99," congenital anomalies of nervous system, spine",Both,0.0,15.0,congenital anomalies,CM_751.214
Q13.1,Absence of iris,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",,0.0,15.0,congenital anomalies,CM_751.221
Q13.4,Other congenital corneal malformations,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",,0.0,15.0,congenital anomalies,CM_751.23
Q13.8,Other congenital malformations of anterior segment of eye,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",,0.0,15.0,congenital anomalies,CM_751.2
Q14.9,"Congenital malformation of posterior segment of eye, unspecified",753.2,Congenital anomalies of posterior segment of eye,752-754.99," congenital anomalies of nervous system, spine",Both,0.0,15.0,congenital anomalies,CM_751.3
Q15.9,"Congenital malformation of eye, unspecified",753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",,0.0,15.0,congenital anomalies,CM_751
